Orthogroup	i_nil	i_purpurea	i_trifida	i_triloba
OG0037825		Ipurp_gene36957.mRNA1		
OG0037826		Ipurp_gene36961.mRNA1		
OG0037827		Ipurp_gene36970.mRNA1		
OG0037828		Ipurp_gene36972.mRNA1		
OG0037829		Ipurp_gene36974.mRNA1		
OG0037830		Ipurp_gene36975.mRNA1		
OG0037831		Ipurp_gene36982.mRNA1		
OG0037832		Ipurp_gene37005.mRNA1		
OG0037833		Ipurp_gene37011.mRNA1		
OG0037834		Ipurp_gene12213.mRNA1		
OG0037835		Ipurp_gene37013.mRNA1		
OG0037836		Ipurp_gene37018.mRNA1		
OG0037837		Ipurp_gene37020.mRNA1		
OG0037838		Ipurp_gene37047.mRNA1		
OG0037839		Ipurp_gene37063.mRNA1		
OG0037840		Ipurp_gene37069.mRNA1		
OG0037841		Ipurp_gene37072.mRNA1		
OG0037842		Ipurp_gene37079.mRNA1		
OG0037843		Ipurp_gene37087.mRNA1		
OG0037844		Ipurp_gene37090.mRNA1		
OG0037845		Ipurp_gene37091.mRNA1		
OG0037846		Ipurp_gene37092.mRNA1		
OG0037847		Ipurp_gene21893.mRNA1		
OG0037848		Ipurp_gene20047.mRNA1		
OG0037849		Ipurp_gene37114.mRNA1		
OG0037850		Ipurp_gene37115.mRNA1		
OG0037851		Ipurp_gene37217.mRNA1		
OG0037852		Ipurp_gene37118.mRNA1		
OG0037853		Ipurp_gene37120.mRNA1		
OG0037854		Ipurp_gene37139.mRNA1		
OG0037855		Ipurp_gene37165.mRNA1		
OG0037856		Ipurp_gene37130.mRNA1		
OG0037857		Ipurp_gene37166.mRNA1		
OG0037858		Ipurp_gene37155.mRNA1		
OG0037859		Ipurp_gene37173.mRNA1		
OG0037860		Ipurp_gene37179.mRNA1		
OG0037861		Ipurp_gene38230.mRNA1		
OG0037862		Ipurp_gene12664.mRNA1		
OG0037863		Ipurp_gene37204.mRNA1		
OG0037864		Ipurp_gene38222.mRNA1		
OG0037865		Ipurp_gene37220.mRNA1		
OG0037866		Ipurp_gene37216.mRNA1		
OG0037867		Ipurp_gene37229.mRNA1		
OG0037868		Ipurp_gene37231.mRNA1		
OG0037869		Ipurp_gene37256.mRNA1		
OG0037870		Ipurp_gene37266.mRNA1		
OG0037871		Ipurp_gene37281.mRNA1		
OG0037872		Ipurp_gene37286.mRNA1		
OG0037873		Ipurp_gene37297.mRNA1		
OG0037874		Ipurp_gene37293.mRNA1		
OG0037875		Ipurp_gene37298.mRNA1		
OG0037876		Ipurp_gene37291.mRNA1		
OG0037877		Ipurp_gene37292.mRNA1		
OG0037878		Ipurp_gene37307.mRNA1		
OG0037879		Ipurp_gene37324.mRNA1		
OG0037880		Ipurp_gene37326.mRNA1		
OG0037881		Ipurp_gene37330.mRNA1		
OG0037882		Ipurp_gene37333.mRNA1		
OG0037883		Ipurp_gene37338.mRNA1		
OG0037884		Ipurp_gene37341.mRNA1		
OG0037885		Ipurp_gene37375.mRNA1		
OG0037886		Ipurp_gene37380.mRNA1		
OG0037887		Ipurp_gene37381.mRNA1		
OG0037888		Ipurp_gene37393.mRNA1		
OG0037889		Ipurp_gene37394.mRNA1		
OG0037890		Ipurp_gene2127.mRNA1		
OG0037891		Ipurp_gene37532.mRNA1		
OG0037892		Ipurp_gene37388.mRNA1		
OG0037893		Ipurp_gene4778.mRNA1		
OG0037894		Ipurp_gene37398.mRNA1		
OG0037895		Ipurp_gene37405.mRNA1		
OG0037896		Ipurp_gene37420.mRNA1		
OG0037897		Ipurp_gene37434.mRNA1		
OG0037898		Ipurp_gene37182.mRNA1		
OG0037899		Ipurp_gene37439.mRNA1		
OG0037900		Ipurp_gene37440.mRNA1		
OG0037901		Ipurp_gene37442.mRNA1		
OG0037902		Ipurp_gene37448.mRNA1		
OG0037903		Ipurp_gene37452.mRNA1		
OG0037904		Ipurp_gene37456.mRNA1		
OG0037905		Ipurp_gene37457.mRNA1		
OG0037906		Ipurp_gene37480.mRNA1		
OG0037907		Ipurp_gene37491.mRNA1		
OG0037908		Ipurp_gene37494.mRNA1		
OG0037909		Ipurp_gene37497.mRNA1		
OG0037910		Ipurp_gene37514.mRNA1		
OG0037911		Ipurp_gene37515.mRNA1		
OG0037912		Ipurp_gene37548.mRNA1		
OG0037913		Ipurp_gene37549.mRNA1		
OG0037914		Ipurp_gene37550.mRNA1		
OG0037915		Ipurp_gene37565.mRNA1		
OG0037916		Ipurp_gene37568.mRNA1		
OG0037917		Ipurp_gene37573.mRNA1		
OG0037918		Ipurp_gene37574.mRNA1		
OG0037919		Ipurp_gene37577.mRNA1		
OG0037920		Ipurp_gene37578.mRNA1		
OG0037921		Ipurp_gene37583.mRNA1		
OG0037922		Ipurp_gene37590.mRNA1		
OG0037923		Ipurp_gene37596.mRNA1		
OG0037924		Ipurp_gene37603.mRNA1		
OG0037925		Ipurp_gene37611.mRNA1		
OG0037926		Ipurp_gene37612.mRNA1		
OG0037927		Ipurp_gene37614.mRNA1		
OG0037928		Ipurp_gene37615.mRNA1		
OG0037929		Ipurp_gene37616.mRNA1		
OG0037930		Ipurp_gene37617.mRNA1		
OG0037931		Ipurp_gene37624.mRNA1		
OG0037932		Ipurp_gene37625.mRNA1		
OG0037933		Ipurp_gene37627.mRNA1		
OG0037934		Ipurp_gene37629.mRNA1		
OG0037935		Ipurp_gene37642.mRNA1		
OG0037936		Ipurp_gene15418.mRNA1		
OG0037937		Ipurp_gene37646.mRNA1		
OG0037938		Ipurp_gene26153.mRNA1		
OG0037939		Ipurp_gene37651.mRNA1		
OG0037940		Ipurp_gene37653.mRNA1		
OG0037941		Ipurp_gene37659.mRNA1		
OG0037942		Ipurp_gene37660.mRNA1		
OG0037943		Ipurp_gene37661.mRNA1		
OG0037944		Ipurp_gene37665.mRNA1		
OG0037945		Ipurp_gene37666.mRNA1		
OG0037946		Ipurp_gene37673.mRNA1		
OG0037947		Ipurp_gene37710.mRNA1		
OG0037948		Ipurp_gene37711.mRNA1		
OG0037949		Ipurp_gene37713.mRNA1		
OG0037950		Ipurp_gene37720.mRNA1		
OG0037951		Ipurp_gene37722.mRNA1		
OG0037952		Ipurp_gene37723.mRNA1		
OG0037953		Ipurp_gene37726.mRNA1		
OG0037954		Ipurp_gene37735.mRNA1		
OG0037955		Ipurp_gene37740.mRNA1		
OG0037956		Ipurp_gene37745.mRNA1		
OG0037957		Ipurp_gene37746.mRNA1		
OG0037958		Ipurp_gene37755.mRNA1		
OG0037959		Ipurp_gene37760.mRNA1		
OG0037960		Ipurp_gene37763.mRNA1		
OG0037961		Ipurp_gene37774.mRNA1		
OG0037962		Ipurp_gene37779.mRNA1		
OG0037963		Ipurp_gene37787.mRNA1		
OG0037964		Ipurp_gene37790.mRNA1		
OG0037965		Ipurp_gene37792.mRNA1		
OG0037966		Ipurp_gene37793.mRNA1		
OG0037967		Ipurp_gene37797.mRNA1		
OG0037968		Ipurp_gene37801.mRNA1		
OG0037969		Ipurp_gene37810.mRNA1		
OG0037970		Ipurp_gene37819.mRNA1		
OG0037971		Ipurp_gene37820.mRNA1		
OG0037972		Ipurp_gene37821.mRNA1		
OG0037973		Ipurp_gene37824.mRNA1		
OG0037974		Ipurp_gene37826.mRNA1		
OG0037975		Ipurp_gene37839.mRNA1		
OG0037976		Ipurp_gene37840.mRNA1		
OG0037977		Ipurp_gene37841.mRNA1		
OG0037978		Ipurp_gene37857.mRNA1		
OG0037979		Ipurp_gene37858.mRNA1		
OG0037980		Ipurp_gene37859.mRNA1		
OG0037981		Ipurp_gene37860.mRNA1		
OG0037982		Ipurp_gene37880.mRNA1		
OG0037983		Ipurp_gene37888.mRNA1		
OG0037984		Ipurp_gene37890.mRNA1		
OG0037985		Ipurp_gene37896.mRNA1		
OG0037986		Ipurp_gene26352.mRNA1		
OG0037987		Ipurp_gene37919.mRNA1		
OG0037988		Ipurp_gene37931.mRNA1		
OG0037989		Ipurp_gene32285.mRNA1		
OG0037990		Ipurp_gene37939.mRNA1		
OG0037991		Ipurp_gene37942.mRNA1		
OG0037992		Ipurp_gene37952.mRNA1		
OG0037993		Ipurp_gene37957.mRNA1		
OG0037994		Ipurp_gene10509.mRNA1		
OG0037995		Ipurp_gene37962.mRNA1		
OG0037996		Ipurp_gene37965.mRNA1		
OG0037997		Ipurp_gene37968.mRNA1		
OG0037998		Ipurp_gene37969.mRNA1		
OG0037999		Ipurp_gene37971.mRNA1		
OG0038000		Ipurp_gene27146.mRNA1		
OG0038001		Ipurp_gene37977.mRNA1		
OG0038002		Ipurp_gene38001.mRNA1		
OG0038003		Ipurp_gene38006.mRNA1		
OG0038004		Ipurp_gene38009.mRNA1		
OG0038005		Ipurp_gene38012.mRNA1		
OG0038006		Ipurp_gene31005.mRNA1		
OG0038007		Ipurp_gene38018.mRNA1		
OG0038008		Ipurp_gene38028.mRNA1		
OG0038009		Ipurp_gene37459.mRNA1		
OG0038010		Ipurp_gene38049.mRNA1		
OG0038011		Ipurp_gene38054.mRNA1		
OG0038012		Ipurp_gene38057.mRNA1		
OG0038013		Ipurp_gene38058.mRNA1		
OG0038014		Ipurp_gene38060.mRNA1		
OG0038015		Ipurp_gene38065.mRNA1		
OG0038016		Ipurp_gene38069.mRNA1		
OG0038017		Ipurp_gene38070.mRNA1		
OG0038018		Ipurp_gene38072.mRNA1		
OG0038019		Ipurp_gene17599.mRNA1		
OG0038020		Ipurp_gene38075.mRNA1		
OG0038021		Ipurp_gene38078.mRNA1		
OG0038022		Ipurp_gene38099.mRNA1		
OG0038023		Ipurp_gene38100.mRNA1		
OG0038024		Ipurp_gene38101.mRNA1		
OG0038025		Ipurp_gene38102.mRNA1		
OG0038026		Ipurp_gene38106.mRNA1		
OG0038027		Ipurp_gene38110.mRNA1		
OG0038028		Ipurp_gene38116.mRNA1		
OG0038029		Ipurp_gene38122.mRNA1		
OG0038030		Ipurp_gene38139.mRNA1		
OG0038031		Ipurp_gene38141.mRNA1		
OG0038032		Ipurp_gene38142.mRNA1		
OG0038033		Ipurp_gene38144.mRNA1		
OG0038034		Ipurp_gene38145.mRNA1		
OG0038035		Ipurp_gene38149.mRNA1		
OG0038036		Ipurp_gene38155.mRNA1		
OG0038037		Ipurp_gene38157.mRNA1		
OG0038038		Ipurp_gene38158.mRNA1		
OG0038039		Ipurp_gene38159.mRNA1		
OG0038040		Ipurp_gene38160.mRNA1		
OG0038041		Ipurp_gene38161.mRNA1		
OG0038042		Ipurp_gene38163.mRNA1		
OG0038043		Ipurp_gene38169.mRNA1		
OG0038044		Ipurp_gene38175.mRNA1		
OG0038045		Ipurp_gene32042.mRNA1		
OG0038046		Ipurp_gene38187.mRNA1		
OG0038047		Ipurp_gene19994.mRNA1		
OG0038048		Ipurp_gene38219.mRNA1		
OG0038049		Ipurp_gene38200.mRNA1		
OG0038050		Ipurp_gene38202.mRNA1		
OG0038051		Ipurp_gene38203.mRNA1		
OG0038052		Ipurp_gene38209.mRNA1		
OG0038053		Ipurp_gene38236.mRNA1		
OG0038054		Ipurp_gene38238.mRNA1		
OG0038055		Ipurp_gene38240.mRNA1		
OG0038056		Ipurp_gene38242.mRNA1		
OG0038057		Ipurp_gene38248.mRNA1		
OG0038058		Ipurp_gene38250.mRNA1		
OG0038059		Ipurp_gene38252.mRNA1		
OG0038060		Ipurp_gene50179.mRNA1		
OG0038061		Ipurp_gene38261.mRNA1		
OG0038062		Ipurp_gene38262.mRNA1		
OG0038063		Ipurp_gene38263.mRNA1		
OG0038064		Ipurp_gene38273.mRNA1		
OG0038065		Ipurp_gene38279.mRNA1		
OG0038066		Ipurp_gene38292.mRNA1		
OG0038067		Ipurp_gene38317.mRNA1		
OG0038068		Ipurp_gene38318.mRNA1		
OG0038069		Ipurp_gene38319.mRNA1		
OG0038070		Ipurp_gene38320.mRNA1		
OG0038071		Ipurp_gene38332.mRNA1		
OG0038072		Ipurp_gene38335.mRNA1		
OG0038073		Ipurp_gene38336.mRNA1		
OG0038074		Ipurp_gene38339.mRNA1		
OG0038075		Ipurp_gene38340.mRNA1		
OG0038076		Ipurp_gene38341.mRNA1		
OG0038077		Ipurp_gene38346.mRNA1		
OG0038078		Ipurp_gene38350.mRNA1		
OG0038079		Ipurp_gene38351.mRNA1		
OG0038080		Ipurp_gene12666.mRNA1		
OG0038081		Ipurp_gene37680.mRNA1		
OG0038082		Ipurp_gene31244.mRNA1		
OG0038083		Ipurp_gene27356.mRNA1		
OG0038084		Ipurp_gene24666.mRNA1		
OG0038085		Ipurp_gene34396.mRNA1		
OG0038086		Ipurp_gene34393.mRNA1		
OG0038087		Ipurp_gene34390.mRNA1		
OG0038088		Ipurp_gene34375.mRNA1		
OG0038089		Ipurp_gene34372.mRNA1		
OG0038090		Ipurp_gene34350.mRNA1		
OG0038091		Ipurp_gene34326.mRNA1		
OG0038092		Ipurp_gene34321.mRNA1		
OG0038093		Ipurp_gene34312.mRNA1		
OG0038094		Ipurp_gene34300.mRNA1		
OG0038095		Ipurp_gene34275.mRNA1		
OG0038096		Ipurp_gene34247.mRNA1		
OG0038097		Ipurp_gene34202.mRNA1		
OG0038098		Ipurp_gene34164.mRNA1		
OG0038099		Ipurp_gene34155.mRNA1		
OG0038100		Ipurp_gene34139.mRNA1		
OG0038101		Ipurp_gene34115.mRNA1		
OG0038102		Ipurp_gene34099.mRNA1		
OG0038103		Ipurp_gene34088.mRNA1		
OG0038104		Ipurp_gene34084.mRNA1		
OG0038105		Ipurp_gene34077.mRNA1		
OG0038106		Ipurp_gene34076.mRNA1		
OG0038107		Ipurp_gene34073.mRNA1		
OG0038108		Ipurp_gene34069.mRNA1		
OG0038109		Ipurp_gene34063.mRNA1		
OG0038110		Ipurp_gene34057.mRNA1		
OG0038111		Ipurp_gene34051.mRNA1		
OG0038112		Ipurp_gene34044.mRNA1		
OG0038113		Ipurp_gene34012.mRNA1		
OG0038114		Ipurp_gene46267.mRNA1		
OG0038115		Ipurp_gene34004.mRNA1		
OG0038116		Ipurp_gene34001.mRNA1		
OG0038117		Ipurp_gene33993.mRNA1		
OG0038118		Ipurp_gene33992.mRNA1		
OG0038119		Ipurp_gene33980.mRNA1		
OG0038120		Ipurp_gene33985.mRNA1		
OG0038121		Ipurp_gene33970.mRNA1		
OG0038122		Ipurp_gene33940.mRNA1		
OG0038123		Ipurp_gene33929.mRNA1		
OG0038124		Ipurp_gene33925.mRNA1		
OG0038125		Ipurp_gene33911.mRNA1		
OG0038126		Ipurp_gene33907.mRNA1		
OG0038127		Ipurp_gene33896.mRNA1		
OG0038128		Ipurp_gene33870.mRNA1		
OG0038129		Ipurp_gene33865.mRNA1		
OG0038130		Ipurp_gene33849.mRNA1		
OG0038131		Ipurp_gene33847.mRNA1		
OG0038132		Ipurp_gene33839.mRNA1		
OG0038133		Ipurp_gene1912.mRNA1		
OG0038134		Ipurp_gene33828.mRNA1		
OG0038135		Ipurp_gene33819.mRNA1		
OG0038136		Ipurp_gene33780.mRNA1		
OG0038137		Ipurp_gene33760.mRNA1		
OG0038138		Ipurp_gene33756.mRNA1		
OG0038139		Ipurp_gene33753.mRNA1		
OG0038140		Ipurp_gene17347.mRNA1		
OG0038141		Ipurp_gene33738.mRNA1		
OG0038142		Ipurp_gene33726.mRNA1		
OG0038143		Ipurp_gene33702.mRNA1		
OG0038144		Ipurp_gene33698.mRNA1		
OG0038145		Ipurp_gene33687.mRNA1		
OG0038146		Ipurp_gene33663.mRNA1		
OG0038147		Ipurp_gene33642.mRNA1		
OG0038148		Ipurp_gene33637.mRNA1		
OG0038149		Ipurp_gene33631.mRNA1		
OG0038150		Ipurp_gene33627.mRNA1		
OG0038151		Ipurp_gene33619.mRNA1		
OG0038152		Ipurp_gene27175.mRNA1		
OG0038153		Ipurp_gene33601.mRNA1		
OG0038154		Ipurp_gene33592.mRNA1		
OG0038155		Ipurp_gene33591.mRNA1		
OG0038156		Ipurp_gene33580.mRNA1		
OG0038157		Ipurp_gene33569.mRNA1		
OG0038158		Ipurp_gene33559.mRNA1		
OG0038159		Ipurp_gene33543.mRNA1		
OG0038160		Ipurp_gene33532.mRNA1		
OG0038161		Ipurp_gene33522.mRNA1		
OG0038162		Ipurp_gene33519.mRNA1		
OG0038163		Ipurp_gene33515.mRNA1		
OG0038164		Ipurp_gene33513.mRNA1		
OG0038165		Ipurp_gene33509.mRNA1		
OG0038166		Ipurp_gene33504.mRNA1		
OG0038167		Ipurp_gene33500.mRNA1		
OG0038168		Ipurp_gene33484.mRNA1		
OG0038169		Ipurp_gene33480.mRNA1		
OG0038170		Ipurp_gene33460.mRNA1		
OG0038171		Ipurp_gene33453.mRNA1		
OG0038172		Ipurp_gene33449.mRNA1		
OG0038173		Ipurp_gene33446.mRNA1		
OG0038174		Ipurp_gene33437.mRNA1		
OG0038175		Ipurp_gene33430.mRNA1		
OG0038176		Ipurp_gene33414.mRNA1		
OG0038177		Ipurp_gene33412.mRNA1		
OG0038178		Ipurp_gene33396.mRNA1		
OG0038179		Ipurp_gene33387.mRNA1		
OG0038180		Ipurp_gene33380.mRNA1		
OG0038181		Ipurp_gene33375.mRNA1		
OG0038182		Ipurp_gene33373.mRNA1		
OG0038183		Ipurp_gene33350.mRNA1		
OG0038184		Ipurp_gene33341.mRNA1		
OG0038185		Ipurp_gene33339.mRNA1		
OG0038186		Ipurp_gene33338.mRNA1		
OG0038187		Ipurp_gene33335.mRNA1		
OG0038188		Ipurp_gene33334.mRNA1		
OG0038189		Ipurp_gene33296.mRNA1		
OG0038190		Ipurp_gene33291.mRNA1		
OG0038191		Ipurp_gene33284.mRNA1		
OG0038192		Ipurp_gene33257.mRNA1		
OG0038193		Ipurp_gene33229.mRNA1		
OG0038194		Ipurp_gene33227.mRNA1		
OG0038195		Ipurp_gene33225.mRNA1		
OG0038196		Ipurp_gene33223.mRNA1		
OG0038197		Ipurp_gene33211.mRNA1		
OG0038198		Ipurp_gene33210.mRNA1		
OG0038199		Ipurp_gene33209.mRNA1		
OG0038200		Ipurp_gene33202.mRNA1		
OG0038201		Ipurp_gene33177.mRNA1		
OG0038202		Ipurp_gene33172.mRNA1		
OG0038203		Ipurp_gene33161.mRNA1		
OG0038204		Ipurp_gene33157.mRNA1		
OG0038205		Ipurp_gene33154.mRNA1		
OG0038206		Ipurp_gene33153.mRNA1		
OG0038207		Ipurp_gene33148.mRNA1		
OG0038208		Ipurp_gene33134.mRNA1		
OG0038209		Ipurp_gene33117.mRNA1		
OG0038210		Ipurp_gene33112.mRNA1		
OG0038211		Ipurp_gene33108.mRNA1		
OG0038212		Ipurp_gene33103.mRNA1		
OG0038213		Ipurp_gene33090.mRNA1		
OG0038214		Ipurp_gene33084.mRNA1		
OG0038215		Ipurp_gene33071.mRNA1		
OG0038216		Ipurp_gene33060.mRNA1		
OG0038217		Ipurp_gene1473.mRNA1		
OG0038218		Ipurp_gene33042.mRNA1		
OG0038219		Ipurp_gene33034.mRNA1		
OG0038220		Ipurp_gene33033.mRNA1		
OG0038221		Ipurp_gene33032.mRNA1		
OG0038222		Ipurp_gene33030.mRNA1		
OG0038223		Ipurp_gene33029.mRNA1		
OG0038224		Ipurp_gene33028.mRNA1		
OG0038225		Ipurp_gene33027.mRNA1		
OG0038226		Ipurp_gene33026.mRNA1		
OG0038227		Ipurp_gene32110.mRNA1		
OG0038228		Ipurp_gene33012.mRNA1		
OG0038229		Ipurp_gene32990.mRNA1		
OG0038230		Ipurp_gene32976.mRNA1		
OG0038231		Ipurp_gene32975.mRNA1		
OG0038232		Ipurp_gene32974.mRNA1		
OG0038233		Ipurp_gene32973.mRNA1		
OG0038234		Ipurp_gene32967.mRNA1		
OG0038235		Ipurp_gene32964.mRNA1		
OG0038236		Ipurp_gene32963.mRNA1		
OG0038237		Ipurp_gene32945.mRNA1		
OG0038238		Ipurp_gene32939.mRNA1		
OG0038239		Ipurp_gene32937.mRNA1		
OG0038240		Ipurp_gene32935.mRNA1		
OG0038241		Ipurp_gene32933.mRNA1		
OG0038242		Ipurp_gene32931.mRNA1		
OG0038243		Ipurp_gene32907.mRNA1		
OG0038244		Ipurp_gene26349.mRNA1		
OG0038245		Ipurp_gene32904.mRNA1		
OG0038246		Ipurp_gene32903.mRNA1		
OG0038247		Ipurp_gene32900.mRNA1		
OG0038248		Ipurp_gene32891.mRNA1		
OG0038249		Ipurp_gene32877.mRNA1		
OG0038250		Ipurp_gene32867.mRNA1		
OG0038251		Ipurp_gene37392.mRNA1		
OG0038252		Ipurp_gene32858.mRNA1		
OG0038253		Ipurp_gene32852.mRNA1		
OG0038254		Ipurp_gene32848.mRNA1		
OG0038255		Ipurp_gene32847.mRNA1		
OG0038256		Ipurp_gene32841.mRNA1		
OG0038257		Ipurp_gene32839.mRNA1		
OG0038258		Ipurp_gene32838.mRNA1		
OG0038259		Ipurp_gene32833.mRNA1		
OG0038260		Ipurp_gene32830.mRNA1		
OG0038261		Ipurp_gene32827.mRNA1		
OG0038262		Ipurp_gene32815.mRNA1		
OG0038263		Ipurp_gene32810.mRNA1		
OG0038264		Ipurp_gene32790.mRNA1		
OG0038265		Ipurp_gene8040.mRNA1		
OG0038266		Ipurp_gene32777.mRNA1		
OG0038267		Ipurp_gene32776.mRNA1		
OG0038268		Ipurp_gene32774.mRNA1		
OG0038269		Ipurp_gene32772.mRNA1		
OG0038270		Ipurp_gene32757.mRNA1		
OG0038271		Ipurp_gene32754.mRNA1		
OG0038272		Ipurp_gene32750.mRNA1		
OG0038273		Ipurp_gene32749.mRNA1		
OG0038274		Ipurp_gene32746.mRNA1		
OG0038275		Ipurp_gene32740.mRNA1		
OG0038276		Ipurp_gene32738.mRNA1		
OG0038277		Ipurp_gene32736.mRNA1		
OG0038278		Ipurp_gene32735.mRNA1		
OG0038279		Ipurp_gene32732.mRNA1		
OG0038280		Ipurp_gene32724.mRNA1		
OG0038281		Ipurp_gene21939.mRNA1		
OG0038282		Ipurp_gene32720.mRNA1		
OG0038283		Ipurp_gene32714.mRNA1		
OG0038284		Ipurp_gene32711.mRNA1		
OG0038285		Ipurp_gene32709.mRNA1		
OG0038286		Ipurp_gene32706.mRNA1		
OG0038287		Ipurp_gene32700.mRNA1		
OG0038288		Ipurp_gene32693.mRNA1		
OG0038289		Ipurp_gene32688.mRNA1		
OG0038290		Ipurp_gene32683.mRNA1		
OG0038291		Ipurp_gene32681.mRNA1		
OG0038292		Ipurp_gene51801.mRNA1		
OG0038293		Ipurp_gene32674.mRNA1		
OG0038294		Ipurp_gene32673.mRNA1		
OG0038295		Ipurp_gene25646.mRNA1		
OG0038296		Ipurp_gene32660.mRNA1		
OG0038297		Ipurp_gene32658.mRNA1		
OG0038298		Ipurp_gene12627.mRNA1		
OG0038299		Ipurp_gene32651.mRNA1		
OG0038300		Ipurp_gene32647.mRNA1		
OG0038301		Ipurp_gene53567.mRNA1		
OG0038302		Ipurp_gene32639.mRNA1		
OG0038303		Ipurp_gene32638.mRNA1		
OG0038304		Ipurp_gene32643.mRNA1		
OG0038305		Ipurp_gene20611.mRNA1		
OG0038306		Ipurp_gene32623.mRNA1		
OG0038307		Ipurp_gene32621.mRNA1		
OG0038308		Ipurp_gene32605.mRNA1		
OG0038309		Ipurp_gene4319.mRNA1		
OG0038310		Ipurp_gene32604.mRNA1		
OG0038311		Ipurp_gene32602.mRNA1		
OG0038312		Ipurp_gene32599.mRNA1		
OG0038313		Ipurp_gene32597.mRNA1		
OG0038314		Ipurp_gene32593.mRNA1		
OG0038315		Ipurp_gene32589.mRNA1		
OG0038316		Ipurp_gene32583.mRNA1		
OG0038317		Ipurp_gene32582.mRNA1		
OG0038318		Ipurp_gene32579.mRNA1		
OG0038319		Ipurp_gene32560.mRNA1		
OG0038320		Ipurp_gene32557.mRNA1		
OG0038321		Ipurp_gene25770.mRNA1		
OG0038322		Ipurp_gene32544.mRNA1		
OG0038323		Ipurp_gene21542.mRNA1		
OG0038324		Ipurp_gene32532.mRNA1		
OG0038325		Ipurp_gene32531.mRNA1		
OG0038326		Ipurp_gene32523.mRNA1		
OG0038327		Ipurp_gene32518.mRNA1		
OG0038328		Ipurp_gene32511.mRNA1		
OG0038329		Ipurp_gene32508.mRNA1		
OG0038330		Ipurp_gene12647.mRNA1		
OG0038331		Ipurp_gene32496.mRNA1		
OG0038332		Ipurp_gene32127.mRNA1		
OG0038333		Ipurp_gene32492.mRNA1		
OG0038334		Ipurp_gene32486.mRNA1		
OG0038335		Ipurp_gene32485.mRNA1		
OG0038336		Ipurp_gene32481.mRNA1		
OG0038337		Ipurp_gene32479.mRNA1		
OG0038338		Ipurp_gene32476.mRNA1		
OG0038339		Ipurp_gene32475.mRNA1		
OG0038340		Ipurp_gene32474.mRNA1		
OG0038341		Ipurp_gene32473.mRNA1		
OG0038342		Ipurp_gene32470.mRNA1		
OG0038343		Ipurp_gene32469.mRNA1		
OG0038344		Ipurp_gene32465.mRNA1		
OG0038345		Ipurp_gene32446.mRNA1		
OG0038346		Ipurp_gene32435.mRNA1		
OG0038347		Ipurp_gene32619.mRNA1		
OG0038348		Ipurp_gene2234.mRNA1		
OG0038349		Ipurp_gene32428.mRNA1		
OG0038350		Ipurp_gene32427.mRNA1		
OG0038351		Ipurp_gene32421.mRNA1		
OG0038352		Ipurp_gene32417.mRNA1		
OG0038353		Ipurp_gene32416.mRNA1		
OG0038354		Ipurp_gene32412.mRNA1		
OG0038355		Ipurp_gene32407.mRNA1		
OG0038356		Ipurp_gene32396.mRNA1		
OG0038357		Ipurp_gene32392.mRNA1		
OG0038358		Ipurp_gene32391.mRNA1		
OG0038359		Ipurp_gene32387.mRNA1		
OG0038360		Ipurp_gene32386.mRNA1		
OG0038361		Ipurp_gene32385.mRNA1		
OG0038362		Ipurp_gene19910.mRNA1		
OG0038363		Ipurp_gene32372.mRNA1		
OG0038364		Ipurp_gene12654.mRNA1		
OG0038365		Ipurp_gene32369.mRNA1		
OG0038366		Ipurp_gene32368.mRNA1		
OG0038367		Ipurp_gene31170.mRNA1		
OG0038368		Ipurp_gene32366.mRNA1		
OG0038369		Ipurp_gene32356.mRNA1		
OG0038370		Ipurp_gene32339.mRNA1		
OG0038371		Ipurp_gene32336.mRNA1		
OG0038372		Ipurp_gene32333.mRNA1		
OG0038373		Ipurp_gene32320.mRNA1		
OG0038374		Ipurp_gene32305.mRNA1		
OG0038375		Ipurp_gene32304.mRNA1		
OG0038376		Ipurp_gene32303.mRNA1		
OG0038377		Ipurp_gene32302.mRNA1		
OG0038378		Ipurp_gene46363.mRNA1		
OG0038379		Ipurp_gene32274.mRNA1		
OG0038380		Ipurp_gene32272.mRNA1		
OG0038381		Ipurp_gene32271.mRNA1		
OG0038382		Ipurp_gene32270.mRNA1		
OG0038383		Ipurp_gene21688.mRNA1		
OG0038384		Ipurp_gene32267.mRNA1		
OG0038385		Ipurp_gene32265.mRNA1		
OG0038386		Ipurp_gene32258.mRNA1		
OG0038387		Ipurp_gene32253.mRNA1		
OG0038388		Ipurp_gene32251.mRNA1		
OG0038389		Ipurp_gene31687.mRNA1		
OG0038390		Ipurp_gene32247.mRNA1		
OG0038391		Ipurp_gene32243.mRNA1		
OG0038392		Ipurp_gene32242.mRNA1		
OG0038393		Ipurp_gene32241.mRNA1		
OG0038394		Ipurp_gene32236.mRNA1		
OG0038395		Ipurp_gene21805.mRNA1		
OG0038396		Ipurp_gene32226.mRNA1		
OG0038397		Ipurp_gene43131.mRNA1		
OG0038398		Ipurp_gene35841.mRNA1		
OG0038399		Ipurp_gene32218.mRNA1		
OG0038400		Ipurp_gene32216.mRNA1		
OG0038401		Ipurp_gene32214.mRNA1		
OG0038402		Ipurp_gene6888.mRNA1		
OG0038403		Ipurp_gene32212.mRNA1		
OG0038404		Ipurp_gene32210.mRNA1		
OG0038405		Ipurp_gene32200.mRNA1		
OG0038406		Ipurp_gene38216.mRNA1		
